distance_to_attacking_net,52.77546779
all_avg_edge,16.17132850348207
all_total_edge,113.19929952437448
o_avg_edge,25.03450672260944
o_total_edge,75.10352016782832
d_avg_edge,16.059833811370375
d_total_edge,64.2393352454815
distance_to_attacking_net_all_avg_edge,853.4494265570269
distance_to_attacking_net_all_total_edge,5974.1459858991875
distance_to_attacking_net_o_avg_edge,1321.207803177613
distance_to_attacking_net_o_total_edge,3963.623409532839
distance_to_attacking_net_o_avg_edges_per_player,79.163201685
distance_to_attacking_net_d_avg_edge,847.5652420247302
distance_to_attacking_net_d_total_edge,3390.260968098921
distance_to_attacking_net_od_mst_ratio,82.26783780553177
distance_to_attacking_net_all_ocr,37.69676270714286
all_avg_edge_all_total_edge,1830.5830589727213
all_avg_edge_o_avg_edge,404.8412321339475
all_avg_edge_o_total_edge,1214.5236964018425
all_avg_edge_o_avg_edges_per_player,24.256992755223102
all_avg_edge_d_avg_edge,259.70884827499884
all_avg_edge_d_total_edge,1038.8353930999954
all_total_edge_o_avg_edge,2833.8886249376324
all_total_edge_o_total_edge,8501.665874812898
all_total_edge_o_avg_edges_per_player,169.7989492865617
all_total_edge_d_avg_edge,1817.9619379249916
all_total_edge_d_total_edge,7271.8477516999665
all_total_edge_od_mst_ratio,176.45815381546709
o_avg_edge_o_total_edge,1880.1795805331317
o_avg_edge_o_avg_edges_per_player,37.55176008391416
o_avg_edge_d_avg_edge,402.050017514742
o_avg_edge_d_total_edge,1608.200070058968
o_avg_edge_all_ocr,17.8817905161496
o_total_edge_o_avg_edges_per_player,112.65528025174248
o_total_edge_d_avg_edge,1206.1500525442261
o_total_edge_d_total_edge,4824.6002101769045
o_total_edge_od_mst_ratio,117.07341449585631
o_total_edge_all_ocr,53.6453715484488
o_avg_edges_per_player_d_avg_edge,24.089750717055562
o_avg_edges_per_player_d_total_edge,96.35900286822225
d_avg_edge_d_total_edge,1031.6730481953405
d_avg_edge_od_mst_ratio,25.03450672260944
d_avg_edge_all_ocr,11.471309865264553
d_total_edge_all_ocr,45.88523946105821
od_mst_ratio_all_ocr,1.113448042251177
