game_date,8/2/2022
season_year,2021
team_name,Olympic (Women) - Finland
opp_team_name,Olympic (Women) - Olympic Athletes from Russia
venue,home
period,3
clock_seconds,877
situation_type,5 on 4
goals_for,5
goals_against,0
player_name,Petra Nieminen
event,Shot
high_danger_unblocked,1.0
assumed_danger_states,1
event_successful,f
side_of_rink,1
x_coord,178.0
y_coord,52.0
distance_to_attacking_net,14.53444185
angle_to_attacking_net,49.18491613
event_type,Wristshot
player_name_2,
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,On Net
event_detail_2,f
event_detail_3,f
frame_id_1,118.0
frame_id_2,
game_seconds,2723
away_player_1,Valeria Merkusheva
away_position_1,Goalie
away_x_1,182.0771053
away_y_1,38.32774846
away_player_2,Nina Pirogova
away_position_2,Center
away_x_2,168.6029208
away_y_2,31.0539149
away_player_3,Angelina Goncharenko
away_position_3,Defense
away_x_3,177.6239349
away_y_3,41.19363779
away_player_4,Yekaterina Dobrodeyeva
away_position_4,Center
away_x_4,148.7741162
away_y_4,25.68378196
away_player_5,Valeria Pavlova
away_position_5,Left Wing
away_x_5,152.5431012
away_y_5,41.78734482
home_player_1,Noora Tulus
home_position_1,Right Wing
home_x_1,161.3530059
home_y_1,15.61054769
home_player_2,Michelle Karvinen
home_position_2,Left Wing
home_x_2,143.6439827
home_y_2,20.58996806
home_player_3,Petra Nieminen
home_position_3,Center
home_x_3,160.6256339
home_y_3,40.33096018
home_player_4,Susanna Tapani
home_position_4,Center
home_x_4,175.8429352
home_y_4,41.31511236
home_player_5,Jenni Hiirikoski
home_position_5,Defense
home_x_5,134.3445154
home_y_5,47.17733148
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.         12.55826349  0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.         16.53874193  0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.         16.11516412  0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          7.22946815  0.          0.          0.
   0.          0.          0.        ]
 [12.23522274  0.          0.          8.21269694  0.          0.
   0.          0.          0.        ]
 [ 0.          1.78513753  0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.         18.98000214  0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,11.706837131092058
All_Total_Edge,93.65469704873647
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.         18.39576391 24.73111125  0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         15.24909225  0.          0.        ]
 [ 0.          0.         27.15823981  0.          0.        ]]"
O_Avg_Edge,21.383551805193587
O_Total_Edge,85.53420722077435
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.          0.          5.29566316  0.          0.        ]
 [ 0.          0.          0.          0.         19.31642626]
 [ 0.         13.57176023  0.          0.          0.        ]
 [ 0.          0.          0.          0.         16.53874193]
 [ 0.          0.          0.          0.          0.        ]]"
D_Avg_Edge,13.680647893965975
D_Total_Edge,54.7225915758639
D_Avg_Edges per Player,1.6
OD_MST_Ratio,1.5630511048109845
All_OCR,0.875
high_danger_within_four,1
