game_date,12/2/2022
season_year,2021
team_name,Olympic (Women) - Switzerland
opp_team_name,Olympic (Women) - Olympic Athletes from Russia
venue,away
period,3
clock_seconds,725
situation_type,5 on 4
goals_for,2
goals_against,1
player_name,Phoebe Staenz
event,Shot
high_danger_unblocked,1.0
assumed_danger_states,1
event_successful,f
side_of_rink,0
x_coord,18.0
y_coord,40.0
distance_to_attacking_net,7.433034374
angle_to_attacking_net,70.34617594
event_type,Snapshot
player_name_2,
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,On Net
event_detail_2,f
event_detail_3,f
frame_id_1,596.0
frame_id_2,
game_seconds,2875
away_player_1,Phoebe Staenz
away_position_1,Center
away_x_1,21.92137354
away_y_1,40.82914169
away_player_2,Keely Moy
away_position_2,Center
away_x_2,14.40957558
away_y_2,25.9240586
away_player_3,Alina Muller
away_position_3,Center
away_x_3,42.11220711
away_y_3,19.81965293
away_player_4,
away_position_4,
away_x_4,
away_y_4,
away_player_5,
away_position_5,
away_x_5,
away_y_5,
home_player_1,Yelena Provorova
home_position_1,Defense
home_x_1,17.64686732
home_y_1,41.4484176
home_player_2,Yulia Smirnova
home_position_2,Defense
home_x_2,19.11185553
home_y_2,30.70269536
home_player_3,Valeria Merkusheva
home_position_3,Goalie
home_x_3,14.12120187
home_y_3,40.2307004
home_player_4,Alexandra Vafina
home_position_4,Center
home_x_4,38.06720268
home_y_4,29.0108776
home_player_5,Veronika Korzhakova
home_position_5,Center
home_x_5,24.66492943
home_y_5,39.97542199
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,3.0
D Players,5.0
All MST,"[[ 0.          0.          0.          4.31913256 10.50896316  0.
   0.        ]
 [ 0.          0.          0.          0.          6.70423791  0.
   0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.        ]
 [ 0.          0.         10.04194562  0.          0.          0.
  17.31595108]
 [ 2.87331451  0.          0.          0.          0.          0.
   0.        ]]"
All_Avg_Edge,8.627257473812788
All_Total_Edge,51.763544842876726
All_Avg_Edges per Player,1.7142857142857142
O MST,"[[ 0.         16.69097392  0.        ]
 [ 0.          0.         28.3672269 ]
 [ 0.          0.          0.        ]]"
O_Avg_Edge,22.52910041412244
O_Total_Edge,45.05820082824488
O_Avg_Edges_per_Player,1.3333333333333333
D MST,"[[ 0.          0.          3.73003379  0.          7.17097705]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.         10.75590554  0.          0.          0.        ]
 [ 0.          0.          0.          0.         17.31595108]
 [ 0.          0.          0.          0.          0.        ]]"
D_Avg_Edge,9.74321686507009
D_Total_Edge,38.97286746028036
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.3122856368814255
All_OCR,0.8333333333333334
high_danger_within_four,1
