game_date,14/2/2022
season_year,2021
team_name,Olympic (Women) - United States
opp_team_name,Olympic (Women) - Finland
venue,away
period,2
clock_seconds,1048
situation_type,5 on 4
goals_for,0
goals_against,0
player_name,Dani Cameranesi
event,Shot
high_danger_unblocked,1.0
assumed_danger_states,1
event_successful,f
side_of_rink,1
x_coord,15.0
y_coord,48.0
distance_to_attacking_net,6.800735254
angle_to_attacking_net,143.9726266
event_type,Snapshot
player_name_2,
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,On Net
event_detail_2,f
event_detail_3,f
frame_id_1,602.0
frame_id_2,
game_seconds,1352
away_player_1,Amanda Kessel
away_position_1,Center
away_x_1,17.592422
away_y_1,52.89473484
away_player_2,Abby Roque
away_position_2,Center
away_x_2,30.163250500000004
away_y_2,61.35618728
away_player_3,Dani Cameranesi
away_position_3,Center
away_x_3,26.60968600000001
away_y_3,47.03230264
away_player_4,Alex Carpenter
away_position_4,Left Wing
away_x_4,45.07236710000001
away_y_4,40.73699541
away_player_5,Megan Keller
away_position_5,Defense
away_x_5,48.6632376
away_y_5,56.70249475
home_player_1,Ronja Savolainen
home_position_1,Defense
home_x_1,18.674152300000003
home_y_1,51.93933673
home_player_2,Jenni Hiirikoski
home_position_2,Defense
home_x_2,22.5533427
home_y_2,56.648196
home_player_3,Michelle Karvinen
home_position_3,Left Wing
home_x_3,40.2698005
home_y_3,52.21873998
home_player_4,Susanna Tapani
home_position_4,Center
home_x_4,28.853509300000013
home_y_4,46.51597601
home_player_5,Anni Keisala
home_position_5,Goalie
home_x_5,16.032401399999998
home_y_5,46.09646578
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          9.33014891
   0.          0.          2.30246307]
 [ 0.          0.          0.          0.          0.          0.
   0.         12.44568617  0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          9.51597831  0.        ]
 [ 1.44323456  0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          8.94851265  0.          0.          0.          6.1009404
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.         12.76139576]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,7.856044978393854
All_Total_Edge,62.84835982715083
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.          0.         10.75542474  0.          0.        ]
 [ 0.          0.          0.          0.         19.07633028]
 [ 0.         14.75809919  0.          0.          0.        ]
 [ 0.          0.          0.          0.         16.36433684]
 [ 0.          0.          0.          0.          0.        ]]"
O_Avg_Edge,15.23854776246077
O_Total_Edge,60.95419104984308
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.          6.1009404   0.         11.53395641  6.41233099]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         12.76139576  0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]"
D_Avg_Edge,9.20215588981365
D_Total_Edge,36.8086235592546
D_Avg_Edges per Player,1.6
OD_MST_Ratio,1.6559758327207998
All_OCR,0.75
high_danger_within_four,1
