game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id_1,frame_id_2,game_seconds,offensive_zone_event,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,clock_diff,home_1_diffx,home_2_diffx,home_3_diffx,home_4_diffx,home_5_diffx,home_6_diffx,home_1_diffy,home_2_diffy,home_3_diffy,home_4_diffy,home_5_diffy,home_6_diffy,away_1_diffx,away_2_diffx,away_3_diffx,away_4_diffx,away_5_diffx,away_6_diffx,away_1_diffy,away_2_diffy,away_3_diffy,away_4_diffy,away_5_diffy,away_6_diffy,home_1_xvelo,home_2_xvelo,home_3_xvelo,home_4_xvelo,home_5_xvelo,home_6_xvelo,home_1_yvelo,home_2_yvelo,home_3_yvelo,home_4_yvelo,home_5_yvelo,home_6_yvelo,away_1_xvelo,away_2_xvelo,away_3_xvelo,away_4_xvelo,away_5_xvelo,away_6_xvelo,away_1_yvelo,away_2_yvelo,away_3_yvelo,away_4_yvelo,away_5_yvelo,away_6_yvelo,player_diff
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,380,5 on 4,0,0,Sarah Fillier,Puck Recovery,t,35,3,,,,,,,,,,820,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,378,5 on 4,0,0,Sarah Fillier,Play,t,6,19,Indirect,Brianne Jenner,7.0,69.0,,,,,,822,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,375,5 on 4,0,0,Brianne Jenner,Play,t,15,78,Direct,Marie-Philip Poulin,61.0,80.0,,,,344.0,370.0,825,True,Rebecca Johnston,Center,31.57075668666667,54.63735624533333,Brianne Jenner,Center,10.79928405333331,69.85557128066667,Erin Ambrose,Defense,63.946599876923045,32.53668320999999,,,,,,,,,Lee Stecklein,Defense,22.555981473333333,47.290706856999996,Alex Carpenter,Left Wing,46.205520370000016,51.46011170966666,Maddie Rooney,Goalie,14.72681153000002,44.180213394666666,Amanda Kessel,Center,33.72233028333332,41.39013731133333,Megan Keller,Defense,15.85760496333333,61.68780331633334,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,373,5 on 4,0,0,Marie-Philip Poulin,Play,t,39,82,Direct,Rebecca Johnston,57.0,66.0,,,,420.0,443.0,827,True,Rebecca Johnston,Center,45.926716836666685,56.52484068666667,Brianne Jenner,Center,17.76991319000004,60.75967711233333,Marie-Philip Poulin,Center,43.126839753333314,74.51690269133334,Erin Ambrose,Defense,70.12392516933332,36.04428493233334,Sarah Fillier,Center,15.093990408695618,36.557222305217394,Amanda Kessel,Center,38.2476729833333,47.12936394966667,Alex Carpenter,Left Wing,44.327638813333294,66.37894903566665,Maddie Rooney,Goalie,16.026255996666748,47.08625349666666,Megan Keller,Defense,26.245952079999995,59.47831565599999,Lee Stecklein,Defense,23.86267168666663,44.356196576,,,,,,,,,-2.0,-15.69169150999997,1.877881556666722,-1.2994444666667277,7.476378203333326,-8.0050667233333,,-0.1613429073333279,14.918837325999988,2.9060401019999915,18.08817834466666,-17.331606740333335,,-14.355960150000016,-6.97062913666673,20.81976012358973,,,,1.887484441333342,-9.095894168333338,41.98021948133335,,,,-7.845845754999985,0.938940778333361,-0.6497222333333639,3.738189101666663,-4.00253336166665,,0.08067145366666395,-7.459418662999994,-1.4530200509999958,-9.04408917233333,8.665803370166667,,-7.177980075000008,-3.485314568333365,10.409880061794865,,,,-0.943742220666671,4.547947084166669,-20.990109740666675,,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,366,5 on 4,0,0,Rebecca Johnston,Play,t,24,82,Direct,Marie-Philip Poulin,70.0,68.0,,,,605.0,639.0,834,True,Erin Ambrose,Defense,64.4362381366667,35.12454082399999,Sarah Fillier,Center,29.46071080333337,51.64355711266667,Rebecca Johnston,Center,25.05215723666663,73.746487403,Brianne Jenner,Center,19.39570434666669,51.71860441099999,Marie-Philip Poulin,Center,71.65113784890036,64.73610231664262,Alex Carpenter,Left Wing,48.19713694000001,50.556588613666676,Amanda Kessel,Center,35.75836773333327,44.26497770799999,Lee Stecklein,Defense,21.132950446666655,48.44211873866666,Maddie Rooney,Goalie,15.57316700427225,44.69735868283567,Megan Keller,Defense,25.244325923333378,66.97976194333334,,,,,,,,,-7.0,-9.949463956666705,8.569271080000021,-5.106694449999907,10.672785075727745,-1.3816542366667477,,3.4272246640000077,-22.11397132766666,1.3558652420000001,-14.780956973164322,22.62356536733334,,-18.509521300000017,-11.69079761333333,18.074682516666684,50.72822082266663,-56.557147440204744,,-21.400299862666678,-9.116119999666658,-0.7704152883333393,15.674319478666646,28.17888001142522,,-1.4213519938095291,1.2241815828571458,-0.7295277785714153,1.5246835822468208,-0.19737917666667823,,-0.48960352342857255,3.1591387610952375,-0.1936950345714286,2.1115652818806177,-3.231937909619049,,-2.644217328571431,-1.6701139447619044,2.5820975023809547,7.246888688952375,-8.07959249145782,,3.0571856946666682,1.3023028570952369,0.11005932690476275,-2.239188496952378,-4.02555428734646,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,365,5 on 4,0,0,Marie-Philip Poulin,Play,t,70,68,Direct,Erin Ambrose,67.0,30.0,,,,650.0,670.0,835,True,Rebecca Johnston,Center,36.80208888666664,67.91416396533334,Marie-Philip Poulin,Center,73.78997559333335,65.788967047,Erin Ambrose,Defense,71.42713103000003,34.73296065166666,Brianne Jenner,Center,17.71755008000011,52.05909099599997,Sarah Fillier,Center,24.724748779696966,43.67513701175758,Megan Keller,Defense,33.88341705999997,60.42260935233334,Lee Stecklein,Defense,22.561017386666663,47.53317274900002,Alex Carpenter,Left Wing,61.455943083333324,55.994399711333344,Amanda Kessel,Center,38.26313935000002,43.13114041433332,Maddie Rooney,Goalie,15.169855651408426,43.96966310225351,,,,,,,,,-1.0,14.313719880000036,13.19735034666661,-40.32299263666667,-22.689972345727767,10.074470271924952,,9.866020738666663,3.268195041000034,7.552280972666686,-1.5662182685023467,-23.01009884107983,,27.634149250000064,-44.32926478999998,-46.374973793333396,1.6781542666665814,46.926389069203395,,32.78962314133335,14.14540993433333,-39.013526751333345,0.3404865849999865,-21.060965304885038,,14.313719880000036,13.19735034666661,-40.32299263666667,-22.689972345727767,10.074470271924952,,-9.866020738666663,-3.268195041000034,-7.552280972666686,1.5662182685023467,23.01009884107983,,27.634149250000064,-44.32926478999998,-46.374973793333396,1.6781542666665814,46.926389069203395,,-32.78962314133335,-14.14540993433333,39.013526751333345,-0.3404865849999865,21.060965304885038,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,363,5 on 4,0,0,Erin Ambrose,Play,t,61,30,Direct,Brianne Jenner,24.0,43.0,,,,701.0,718.0,837,True,Brianne Jenner,Center,19.572497743333344,43.72193189733334,Rebecca Johnston,Center,41.529691026666626,44.91270207966668,Erin Ambrose,Defense,61.26784504,27.103784354000002,Sarah Fillier,Center,16.97506059160179,27.180538177519477,,,,,Alex Carpenter,Left Wing,56.520166718039206,58.52727202670587,Amanda Kessel,Center,45.13310538666667,32.53666426566667,Lee Stecklein,Defense,28.51521679999999,33.78189749933333,Megan Keller,Defense,26.61844354666661,47.47636648566666,Maddie Rooney,Goalie,14.231995713333333,40.19658027566667,,,,,,,,,-2.0,-22.636749658039236,-22.572088000000008,32.94072628333333,11.644695803333406,0.9378599380750927,,-1.895337325627466,-14.99650848333335,-22.21250221200001,4.345226071333336,-3.773082826586844,,17.229591143333295,32.260284566666726,10.15928599000003,0.74248948839832,,,-24.192232068000003,-20.87626496733332,-7.629176297666657,-24.878552818480497,,,-11.318374829019618,-11.286044000000004,16.470363141666667,5.822347901666703,0.46892996903754636,,0.947668662813733,7.498254241666675,11.106251106000006,-2.172613035666668,1.886541413293422,,8.614795571666647,16.130142283333363,5.079642995000015,0.37124474419916,,,12.096116034000001,10.43813248366666,3.8145881488333284,12.439276409240248,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,362,5 on 4,0,0,Rebecca Johnston,Puck Recovery,t,31,34,,,,,,,,734.0,,838,True,Rebecca Johnston,Center,31.558391986666663,35.777999165000004,Erin Ambrose,Defense,60.227291175000005,25.49333509,Sarah Fillier,Center,10.985253069999999,24.016329542,Brianne Jenner,Center,22.144577913333336,40.27272745399999,,,,,Megan Keller,Defense,22.49526979666669,42.40564402566667,Amanda Kessel,Center,48.84643122999998,29.66633583566667,Maddie Rooney,Goalie,14.97911453333333,41.25488904433333,Lee Stecklein,Defense,20.59110380333334,35.94658775466666,Alex Carpenter,Left Wing,40.982819858627494,49.752009591960785,,,,,,,,,-1.0,34.024896921372516,-3.7133258433333083,13.53610226666666,6.027339743333272,-26.75082414529416,,-16.121628001039205,-2.8703284300000043,7.472991544999999,-11.529778731,9.555429316294116,,-11.98589424333332,-18.69760014833338,50.28259197,-5.169517321731547,,,-7.943932732333337,-19.41936698966668,-3.0874548120000007,13.092189276480514,,,34.024896921372516,-3.7133258433333083,13.53610226666666,6.027339743333272,-26.75082414529416,,16.121628001039205,2.8703284300000043,-7.472991544999999,11.529778731,-9.555429316294116,,-11.98589424333332,-18.69760014833338,50.28259197,-5.169517321731547,,,7.943932732333337,19.41936698966668,3.0874548120000007,-13.092189276480514,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,360,5 on 4,0,0,Rebecca Johnston,Play,t,39,12,Direct,Erin Ambrose,67.0,35.0,,,,804.0,830.0,840,True,Sarah Fillier,Center,2.0538157428571253,23.498893928571427,Rebecca Johnston,Center,33.56003095666671,15.166787027333333,Brianne Jenner,Center,22.789270566666687,37.031993900333326,,,,,,,,,Alex Carpenter,Left Wing,31.48872448999998,47.75342307600001,Maddie Rooney,Goalie,13.410303123333364,38.880730338333336,Lee Stecklein,Defense,20.626163343333303,30.16441881366668,Amanda Kessel,Center,38.77327526333329,30.978366370666667,Megan Keller,Defense,19.583697719999947,41.599858641333334,,,,,,,,,-2.0,-8.993454693333291,35.436128106666615,-5.647048809999973,-18.18217145999995,21.399122138627547,,5.347779050333344,9.214394502666668,-11.090470230666654,-4.9682213839999925,-8.152150950627451,,29.504576243809538,26.667260218333297,-11.804017496666688,,,,-12.279105236428578,-10.326548062666665,13.015664358333325,,,,-4.4967273466666455,17.718064053333308,-2.8235244049999864,-9.091085729999975,10.699561069313773,,-2.673889525166672,-4.607197251333334,5.545235115333327,2.4841106919999962,4.076075475313726,,14.752288121904769,13.333630109166648,-5.902008748333344,,,,6.139552618214289,5.163274031333333,-6.5078321791666625,,,,1
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,359,5 on 4,0,0,Erin Ambrose,Play,t,67,35,Direct,Rebecca Johnston,64.0,23.0,,,,831.0,856.0,841,True,Rebecca Johnston,Center,48.70977091666663,15.395833601666668,Brianne Jenner,Center,26.522129276666675,35.60737760366666,Marie-Philip Poulin,Center,45.07505456428569,67.03720887964286,Erin Ambrose,Defense,66.50284169523812,37.90797033523808,,,,,Alex Carpenter,Left Wing,30.659137749999985,50.78809078433334,Maddie Rooney,Goalie,15.167986816666684,40.707397802333325,Lee Stecklein,Defense,27.111706563333314,31.81137068266667,Megan Keller,Defense,21.49028152666662,42.81242541300001,Amanda Kessel,Center,44.67012526000005,35.34311207533333,,,,,,,,,-1.0,0.8295867399999963,-1.7576836933333198,-6.485543220000011,17.28299373666667,-25.086427540000102,,3.0346677083333304,1.8266674639999891,1.6469518689999916,11.83405904233334,-6.256746566000004,,-46.6559551738095,7.037901680000033,-22.285783997619006,,,,-8.103060326904759,20.440590576333328,30.005214979309535,,,,0.8295867399999963,-1.7576836933333198,-6.485543220000011,17.28299373666667,-25.086427540000102,,-3.0346677083333304,-1.8266674639999891,-1.6469518689999916,-11.83405904233334,6.256746566000004,,-46.6559551738095,7.037901680000033,-22.285783997619006,,,,8.103060326904759,-20.440590576333328,-30.005214979309535,,,,1
