game_date,8/2/2022
season_year,2021
team_name,Olympic (Women) - United States
opp_team_name,Olympic (Women) - Canada
venue,home
period,2
clock_seconds,989
situation_type,5 on 4
goals_for,0
goals_against,1
player_name,Hilary Knight
event,Play
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,1
x_coord,43.0
y_coord,12.0
distance_to_attacking_net,44.20689991
angle_to_attacking_net,46.37483478
event_type,Direct
player_name_2,Cayla Barnes
x_coord_2,134.0
y_coord_2,74.0
distance_to_net_2,63.38177972
angle_to_attacking_net_2,60.19905631
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,65.0
frame_id_2,89.0
game_seconds,1411
away_player_1,Emily Clark
away_position_1,Center
away_x_1,42.50279309999999
away_y_1,42.39623778
away_player_2,Renata Fast
away_position_2,Defense
away_x_2,35.29776029999999
away_y_2,35.12600262
away_player_3,Jocelyne Larocque
away_position_3,Defense
away_x_3,28.7097043
away_y_3,25.642948169999997
away_player_4,Blayre Turnbull
away_position_4,Center
away_x_4,46.869380699999994
away_y_4,23.18586004
away_player_5,Ann-Renee Desbiens
away_position_5,Goalie
away_x_5,14.866137100000003
away_y_5,41.67605042
home_player_1,Hannah Brandt
home_position_1,Center
home_x_1,36.62308300000001
home_y_1,19.365018610000007
home_player_2,Jincy Dunne
home_position_2,Defense
home_x_2,64.2363124
home_y_2,54.146634399999996
home_player_3,Hilary Knight
home_position_3,Center
home_x_3,42.906514499999986
home_y_3,13.503001179999998
home_player_4,Kendall Coyne Schofield
home_position_4,Center
home_x_4,42.14723269999999
home_y_4,34.95972242
home_player_5,Cayla Barnes
home_position_5,Defense
home_x_5,69.63267490000001
home_y_5,14.833888110000004
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.         24.70663235
   0.          0.          0.        ]
 [ 0.          0.         11.54689584  0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.         10.10118617  0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.         10.46241197  8.59329737  0.
   0.          0.          0.        ]
 [ 7.44501067  6.85149044  0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.         24.2471235   0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,12.994256038824345
All_Total_Edge,103.95404831059476
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.          0.          8.59329737 16.544214    0.        ]
 [ 0.          0.          0.         29.25858905  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         26.75927708  0.          0.        ]]"
O_Avg_Edge,20.288844375812765
O_Total_Edge,81.15537750325106
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.         10.23566397  0.          0.          0.        ]
 [ 0.          0.         11.54689584 16.62736911  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         21.18265141  0.          0.        ]]"
D_Avg_Edge,14.898145081913619
D_Total_Edge,59.592580327654474
D_Avg_Edges per Player,1.6
OD_MST_Ratio,1.3618369444155478
All_OCR,0.75
high_danger_within_four,0
