game_date,8/2/2022
season_year,2021
team_name,Olympic (Women) - Finland
opp_team_name,Olympic (Women) - Olympic Athletes from Russia
venue,home
period,3
clock_seconds,790
situation_type,5 on 4
goals_for,5
goals_against,0
player_name,Nelli Laitinen
event,Play
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,1
x_coord,127.0
y_coord,51.0
distance_to_attacking_net,62.57994887
angle_to_attacking_net,82.19359917
event_type,Direct
player_name_2,Elisa Holopainen
x_coord_2,133.0
y_coord_2,66.0
distance_to_net_2,60.7309641
angle_to_attacking_net_2,67.23499089
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,2719.0
frame_id_2,2737.0
game_seconds,2810
away_player_1,Polina Luchnikova
away_position_1,Center
away_x_1,155.8185897
away_y_1,59.36748576
away_player_2,Oxana Bratishcheva
away_position_2,Center
away_x_2,173.4305556
away_y_2,50.63888889
away_player_3,Maria Pechnikova
away_position_3,Defense
away_x_3,177.2216184
away_y_3,40.21749195
away_player_4,Yelena Provorova
away_position_4,Defense
away_x_4,179.9976823
away_y_4,58.87337479
away_player_5,Valeria Merkusheva
away_position_5,Goalie
away_x_5,184.1986765
away_y_5,45.22264706
home_player_1,Minnamari Tuominen
home_position_1,Defense
home_x_1,163.5953065
home_y_1,40.93031609
home_player_2,Viivi Vainikka
home_position_2,Center
home_x_2,190.2324074
home_y_2,69.69768519
home_player_3,Ronja Savolainen
home_position_3,Defense
home_x_3,165.2901235
home_y_3,35.58217593
home_player_4,Elisa Holopainen
home_position_4,Left Wing
home_x_4,138.0714286
home_y_4,79.78571429
home_player_5,Nelli Laitinen
home_position_5,Defense
home_x_5,129.0833333
home_y_5,60.77083333
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [19.65629024  0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.         11.08952981  0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.         10.53251685  0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.         14.89682159  0.          0.
   0.          0.          0.        ]
 [ 0.          0.         12.8002627   0.          5.61025916  0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.         21.03215526]
 [26.77206229  0.          0.          0.          0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,15.298737237424824
All_Total_Edge,122.38989789939859
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.         39.20582443  5.61025916  0.         39.80857217]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.         21.03215526  0.        ]]"
O_Avg_Edge,26.414202756903563
O_Total_Edge,105.65681102761425
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.          0.          0.          0.          0.        ]
 [19.65629024  0.          0.          0.          0.        ]
 [ 0.         11.08952981  0.          0.          8.58667092]
 [ 0.         10.53251685  0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]"
D_Avg_Edge,12.466251953382246
D_Total_Edge,49.86500781352898
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.1188568028048773
All_OCR,0.375
high_danger_within_four,0
