game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id,frame_id_2,time_to_shot,time_to_goal,Player_1_num,Player_2_num,player_diff,away_angle_1,away_goalie_1,away_jersey_number_1,away_team_name_1,away_vel_x_1,away_vel_y_1,away_x_ft_1,away_y_ft_1,away_angle_2,away_goalie_2,away_jersey_number_2,away_team_name_2,away_vel_x_2,away_vel_y_2,away_x_ft_2,away_y_ft_2,away_angle_3,away_goalie_3,away_jersey_number_3,away_team_name_3,away_vel_x_3,away_vel_y_3,away_x_ft_3,away_y_ft_3,away_angle_4,away_goalie_4,away_jersey_number_4,away_team_name_4,away_vel_x_4,away_vel_y_4,away_x_ft_4,away_y_ft_4,away_angle_5,away_goalie_5,away_jersey_number_5,away_team_name_5,away_vel_x_5,away_vel_y_5,away_x_ft_5,away_y_ft_5,away_angle_6,away_goalie_6,away_jersey_number_6,away_team_name_6,away_vel_x_6,away_vel_y_6,away_x_ft_6,away_y_ft_6,home_angle_1,home_goalie_1,home_jersey_number_1,home_team_name_1,home_vel_x_1,home_vel_y_1,home_x_ft_1,home_y_ft_1,home_angle_2,home_goalie_2,home_jersey_number_2,home_team_name_2,home_vel_x_2,home_vel_y_2,home_x_ft_2,home_y_ft_2,home_angle_3,home_goalie_3,home_jersey_number_3,home_team_name_3,home_vel_x_3,home_vel_y_3,home_x_ft_3,home_y_ft_3,home_angle_4,home_goalie_4,home_jersey_number_4,home_team_name_4,home_vel_x_4,home_vel_y_4,home_x_ft_4,home_y_ft_4,home_angle_5,home_goalie_5,home_jersey_number_5,home_team_name_5,home_vel_x_5,home_vel_y_5,home_x_ft_5,home_y_ft_5,home_angle_6,home_goalie_6,home_jersey_number_6,home_team_name_6,home_vel_x_6,home_vel_y_6,home_x_ft_6,home_y_ft_6,home_x_ft_1,home_x_ft_2,home_x_ft_3,home_x_ft_4,home_x_ft_5,home_x_ft_6,away_x_ft_1,away_x_ft_2,away_x_ft_3,away_x_ft_4,away_x_ft_5,away_x_ft_6,home_y_ft_1,home_y_ft_2,home_y_ft_3,home_y_ft_4,home_y_ft_5,home_y_ft_6,away_y_ft_1,away_y_ft_2,away_y_ft_3,away_y_ft_4,away_y_ft_5,away_y_ft_6,home_vel_x_1,home_vel_x_2,home_vel_x_3,home_vel_x_4,home_vel_x_5,home_vel_x_6,away_vel_x_1,away_vel_x_2,away_vel_x_3,away_vel_x_4,away_vel_x_5,away_vel_x_6,home_vel_y_1,home_vel_y_2,home_vel_y_3,home_vel_y_4,home_vel_y_5,home_vel_y_6,away_vel_y_1,away_vel_y_2,away_vel_y_3,away_vel_y_4,away_vel_y_5,away_vel_y_6,off_1,off_2,off_3,off_4,off_5,off_6,off_7,off_8,off_9,off_10,off_11,off_12,puck,goalie,Home_Plate_Control,Rink_Control,Max_Success,Max_Best,Max_Exp,Passer_Value,Max_Player_Success,Max_Player_Best,Max_Player_Exp,Max_Player_Success_X,Max_Player_Success_Y,Max_Player_Best_X,Max_Player_Best_Y,Max_Player_Exp_X,Max_Player_Exp_Y,Mean_Player_Success,Mean_Player_Best,Mean_Player_Exp
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2775,5 on 4,0,0,Brianne Jenner,Play,TRUE,15,78,Direct,Marie-Philip Poulin,61,80,NA,NA,NA,344,370,23,23,19,29,-3,2.47319301213779,FALSE,19,Canada,9.62846700000057,7.6031442,9.90836709999999,69.39392619,1.65372336329341,FALSE,6,Canada,0.641786999998999,7.72142819999992,30.3626393,54.290513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76392262604625,TRUE,35,USA,3.08439600000042,1.22362170000017,14.621292,44.20183063,2.33980290153805,FALSE,2,USA,6.89701799999852,7.12691310000004,21.9385049,47.37174134,2.87338511768753,FALSE,5,USA,12.411864,3.41114429999983,14.9057887,61.93815443,2.90576747184103,FALSE,28,USA,4.4756969999986,1.07549370000001,33.2508747,41.41300863,2.72797521979679,FALSE,25,USA,8.67014099999977,3.80566110000004,44.6407002,51.26271927,NA,NA,NA,NA,NA,NA,NA,NA,14.621292,21.9385049,14.9057887,33.2508747,44.6407002,NA,9.90836709999999,30.3626393,NA,NA,NA,NA,44.20183063,47.37174134,61.93815443,41.41300863,51.26271927,NA,69.39392619,54.290513,NA,NA,NA,NA,3.08439600000042,6.89701799999852,12.411864,4.4756969999986,8.67014099999977,NA,9.62846700000057,0.641786999998999,NA,NA,NA,NA,1.22362170000017,7.12691310000004,3.41114429999983,1.07549370000001,3.80566110000004,NA,7.6031442,7.72142819999992,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,7,1,-0.7752813128654885,-0.41741022144168216,0.17394983029152,0.01217388615892047,0.004196046788371,0.01697186955033012,0.15375726874847967,0.00802617132392635,0.00379351887889168,31.004426299999,62.01194119999992,31.004426299999,62.01194119999992,31.004426299999,62.01194119999992,0.15375726874847967,0.00802617132392635,0.00379351887889168
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2773,5 on 4,0,0,Marie-Philip Poulin,Play,TRUE,39,82,Direct,Rebecca Johnston,57,66,NA,NA,NA,420,443,21,21,29,6,0,-3.01289404128965,FALSE,10,Canada,4.29999600000002,-0.556479300000134,15.1243653,36.98589859,-1.17405679755188,FALSE,19,Canada,-3.14971199999889,-7.51801620000002,16.9986403,56.71570656,-2.73251559985851,FALSE,6,Canada,3.38878200000153,-1.46915340000007,48.5495396,57.18995656,0.192761875495797,FALSE,29,Canada,-13.6764510000023,2.66944350000017,36.7740537,75.71543784,1.18126563050631,FALSE,23,Canada,-2.31394210000104,5.63679879999974,69.1018586266666,38.6974554933333,NA,NA,NA,NA,NA,NA,NA,NA,0.175476318927782,FALSE,5,USA,-2.42374799999993,0.429730200000051,26.038276,60.42370743,-0.610129900875956,TRUE,35,USA,-3.10994699999952,-2.17420199999999,15.4588577,46.24033321,-0.665686374640873,FALSE,28,USA,-2.51613299999946,-1.97581079999985,37.8067886,47.26336649,0.187439747836948,FALSE,25,USA,-14.5352010000008,2.75683619999995,38.6812326,67.76154981,-0.191919486671146,FALSE,2,USA,-7.6554299999998,-1.48753470000003,21.9017335,42.51036438,NA,NA,NA,NA,NA,NA,NA,NA,26.038276,15.4588577,37.8067886,38.6812326,21.9017335,NA,15.1243653,16.9986403,48.5495396,36.7740537,69.1018586266666,NA,60.42370743,46.24033321,47.26336649,67.76154981,42.51036438,NA,36.98589859,56.71570656,57.18995656,75.71543784,38.6974554933333,NA,-2.42374799999993,-3.10994699999952,-2.51613299999946,-14.5352010000008,-7.6554299999998,NA,4.29999600000002,-3.14971199999889,3.38878200000153,-13.6764510000023,-2.31394210000104,NA,0.429730200000051,-2.17420199999999,-1.97581079999985,2.75683619999995,-1.48753470000003,NA,-0.556479300000134,-7.51801620000002,-1.46915340000007,2.66944350000017,5.63679879999974,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,10,2,-0.1378015557664667,0.32350324646540063,0.6956206286710431,0.03874693741361353,0.06937978362941873,0.0108450633820696,0.6131443878521323,0.03874693741361353,0.06788460026012406,66.78791652666555,44.33425429333304,19.42436130000002,36.42941928999986,51.93832160000153,55.72080315999993,0.3121980077794083,0.02059046207693183,0.03102552636934859
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2766,5 on 4,0,0,Rebecca Johnston,Play,TRUE,24,82,Direct,Marie-Philip Poulin,70,68,NA,NA,NA,605,639,14,14,6,29,0,3.08001109465282,FALSE,6,Canada,17.0229960000012,1.04962979999996,18.8110253,73.80185969,2.5907007109387,FALSE,19,Canada,1.73353200000008,1.06496609999994,18.7770448,51.92640411,2.81520031812757,FALSE,23,Canada,8.22663300000016,2.78470619999993,60.3441507,35.38812368,-0.867093706835105,FALSE,10,Canada,-4.93070400000278,-5.81014050000007,30.9682251,54.60097819,-2.78693583479861,FALSE,29,Canada,8.28615139175213,-3.06848482268052,68.9201982041237,65.7246931413402,NA,NA,NA,NA,NA,NA,NA,NA,2.62827449721892,FALSE,2,USA,3.38235000000054,1.90670910000001,20.3426158,47.95927591,3.12993464005754,FALSE,25,USA,10.3760490000002,0.120969600000009,43.6692726,49.86572013,2.9574919278011,FALSE,5,USA,15.3263369999999,2.85390539999995,19.5077578,67.70835602,-3.13359622815623,TRUE,35,USA,5.13612300000034,-0.0410715000000295,15.8915666,45.13589186,3.0762133831922,FALSE,28,USA,3.02876699999985,0.198301199999946,34.5752783,44.3413378,NA,NA,NA,NA,NA,NA,NA,NA,20.3426158,43.6692726,19.5077578,15.8915666,34.5752783,NA,18.8110253,18.7770448,60.3441507,30.9682251,68.9201982041237,NA,47.95927591,49.86572013,67.70835602,45.13589186,44.3413378,NA,73.80185969,51.92640411,35.38812368,54.60097819,65.7246931413402,NA,3.38235000000054,10.3760490000002,15.3263369999999,5.13612300000034,3.02876699999985,NA,17.0229960000012,1.73353200000008,8.22663300000016,-4.93070400000278,8.28615139175213,NA,1.90670910000001,0.120969600000009,2.85390539999995,-0.0410715000000295,0.198301199999946,NA,1.04962979999996,1.06496609999994,2.78470619999993,-5.81014050000007,-3.06848482268052,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,7,4,-0.20556397496085,0.1776641725935797,0.46243537310155153,0.0311237421591668,0.03281716107007142,0.00873198807828689,0.2581127505161933,0.02598450959671215,0.02819856049327815,20.510576800000077,52.99137020999994,26.03752109999722,48.79083768999993,20.510576800000077,52.99137020999994,0.1836703127032112,0.01528905196257516,0.01231710871094786
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2765,5 on 4,0,0,Marie-Philip Poulin,Play,TRUE,70,68,Direct,Erin Ambrose,67,30,NA,NA,NA,650,670,13,13,29,23,0,-2.24549206364258,FALSE,6,Canada,8.59249199999937,-10.7416103999999,38.1539598,66.56705424,0,FALSE,19,Canada,0,0,17.529129,51.83025383,-0.474980504811014,FALSE,29,Canada,-1.60327499999966,-0.824480099999931,73.6395633,66.10890242,-2.62666188677544,FALSE,23,Canada,4.14291300000031,-2.34426810000002,72.1726761,34.37724084,-1.13134743717019,FALSE,10,Canada,-3.91349598701368,-8.32468410389616,24.3979993038961,42.7924284688312,NA,NA,NA,NA,NA,NA,NA,NA,-2.20581986532491,FALSE,5,USA,6.62316600000167,-8.98864260000003,34.5646018,59.27127014,0,FALSE,2,USA,0,0,22.7271289,47.27837765,-2.37025509040219,FALSE,28,USA,2.47947899999872,-2.4107154,38.4770364,42.87265701,2.39560474260008,FALSE,25,USA,12.7205730000011,11.7554664000001,63.3688348,56.38077744,-1.07929241341579,TRUE,35,USA,-0.379645478873556,-0.709191566197021,15.1255636788732,43.8869240861972,NA,NA,NA,NA,NA,NA,NA,NA,34.5646018,22.7271289,38.4770364,63.3688348,15.1255636788732,NA,38.1539598,17.529129,73.6395633,72.1726761,24.3979993038961,NA,59.27127014,47.27837765,42.87265701,56.38077744,43.8869240861972,NA,66.56705424,51.83025383,66.10890242,34.37724084,42.7924284688312,NA,6.62316600000167,0,2.47947899999872,12.7205730000011,-0.379645478873556,NA,8.59249199999937,0,-1.60327499999966,4.14291300000031,-3.91349598701368,NA,-8.98864260000003,0,-2.4107154,11.7554664000001,-0.709191566197021,NA,-10.7416103999999,0,-0.824480099999931,-2.34426810000002,-8.32468410389616,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,9,5,0.05805246453409742,0.3217446914713438,0.7410347520660008,0.03043253588700534,0.03634575730206661,0.02584809212578889,0.6838479613486896,0.0178070281887913,0.03251970140043521,76.31558910000031,32.03297273999998,46.74645179999937,55.825443840000105,17.529129,51.83025383,0.3794885702999814,0.01131247107589209,0.01904281596398387
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2763,5 on 4,0,0,Erin Ambrose,Play,TRUE,61,30,Direct,Brianne Jenner,24,43,NA,NA,NA,701,718,11,11,23,19,-1,-1.30489452498532,FALSE,19,Canada,-1.16974500000026,-4.29499050000004,17.946545,45.09843804,-0.889918050266742,FALSE,6,Canada,-10.4383500000012,-12.8850222000001,42.7342034,47.08080036,-0.16867090145658,FALSE,23,Canada,-14.6532569999991,-2.49528659999996,61.7878988,27.62803046,-1.13134743717019,FALSE,10,Canada,-3.91349598701368,-8.32468410389616,17.745056125974,28.6404654922078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.12314230773816,FALSE,28,USA,2.29001399999959,-3.71551830000016,43.1619327,32.94124108,-0.449342599758645,FALSE,25,USA,-19.6234439999992,-9.4632983999999,59.1746769,59.81506083,-0.109943856143653,FALSE,5,USA,-19.2023460000001,-2.1197277000001,27.2352448,49.0881852,-0.526965952212279,FALSE,2,USA,-11.1787410000005,-6.50433479999997,29.4685825,34.20121537,0.356541309227123,TRUE,35,USA,-16.9262850000001,6.30435150000004,13.3331781,39.74132077,NA,NA,NA,NA,NA,NA,NA,NA,43.1619327,59.1746769,27.2352448,29.4685825,13.3331781,NA,17.946545,42.7342034,61.7878988,17.745056125974,NA,NA,32.94124108,59.81506083,49.0881852,34.20121537,39.74132077,NA,45.09843804,47.08080036,27.62803046,28.6404654922078,NA,NA,2.29001399999959,-19.6234439999992,-19.2023460000001,-11.1787410000005,-16.9262850000001,NA,-1.16974500000026,-10.4383500000012,-14.6532569999991,-3.91349598701368,NA,NA,-3.71551830000016,-9.4632983999999,-2.1197277000001,-6.50433479999997,6.30435150000004,NA,-4.29499050000004,-12.8850222000001,-2.49528659999996,-8.32468410389616,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,9,5,0.1387062744061368,0.09004512333552013,0.42953606138687406,0.04726349354157801,0.05020148169169971,-0.01874057414809022,0.19914674775392405,0.04609779661589319,0.01713185537197198,16.77679999999974,40.80344753999996,16.77679999999974,40.80344753999996,16.77679999999974,40.80344753999996,0.1696494684379253,0.0328756203261692,0.00639420836572552
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2762,5 on 4,0,0,Rebecca Johnston,Puck Recovery,TRUE,31,34,NA,NA,NA,NA,NA,NA,NA,734,NA,10,10,6,NA,-2,-0.580885431416441,FALSE,10,Canada,-1.74654300000014,-1.14649139999994,11.9546353,23.3596308,0.0930473233169037,FALSE,19,Canada,-2.02196100000123,0.188682900000074,22.2466706,40.09503487,-0.259532971355906,FALSE,6,Canada,-14.7467310000005,-3.91557450000015,31.5329127,37.00253907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418640807727714,FALSE,28,USA,-3.81599699999981,0.15984660000008,49.5007615,29.16045211,0.66509098532798,TRUE,35,USA,-2.65872900000062,2.08522740000021,15.1599681,41.61802741,0.193232759309724,FALSE,5,USA,-3.0645419999999,0.599652000000077,22.0911499,42.30264649,0.529524173259707,FALSE,2,USA,-10.2954989999998,6.02572920000007,21.2236508,35.39820126,-0.384621300884995,FALSE,25,USA,-17.7844485882346,-7.19881058823567,41.6841148058824,50.6124374858823,NA,NA,NA,NA,NA,NA,NA,NA,49.5007615,15.1599681,22.0911499,21.2236508,41.6841148058824,NA,11.9546353,22.2466706,31.5329127,NA,NA,NA,29.16045211,41.61802741,42.30264649,35.39820126,50.6124374858823,NA,23.3596308,40.09503487,37.00253907,NA,NA,NA,-3.81599699999981,-2.65872900000062,-3.0645419999999,-10.2954989999998,-17.7844485882346,NA,-1.74654300000014,-2.02196100000123,-14.7467310000005,NA,NA,NA,0.15984660000008,2.08522740000021,0.599652000000077,6.02572920000007,-7.19881058823567,NA,-1.14649139999994,0.188682900000074,-3.91557450000015,NA,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,9,2,0.03218630283554791,-0.2664690075237888,0.5040618275955974,0.01387436164132099,0.04753774074863623,-0.07411207312894791,0.4065860548090496,0.01370859068137382,0.0430692225171063,10.20809229999986,22.21313940000006,20.22470959999877,40.283717770000074,10.20809229999986,22.21313940000006,0.2991712465015445,0.01027135678964573,0.04246238320392138
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2760,5 on 4,0,0,Rebecca Johnston,Play,TRUE,39,12,Direct,Erin Ambrose,67,35,NA,NA,NA,804,830,8,8,6,23,-3,-2.68797965124728,FALSE,19,Canada,2.89999499999823,-1.4138024999999,23.3041157,36.25847332,-3.08706656193666,FALSE,6,Canada,15.3052500000001,-0.835363500000028,37.7024916,13.78247633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33399314769948,FALSE,28,USA,4.61603099999934,4.8256842,39.7146632,31.54981527,1.29219834634431,FALSE,25,USA,-1.50363299999867,5.25677820000013,31.2390194,49.04968602,2.86409295160856,FALSE,5,USA,1.24286699999999,0.354029699999927,19.772544,41.33065945,2.94213629570308,FALSE,2,USA,6.15176400000053,1.24354290000007,22.7032378,29.77687969,1.57675991983625,TRUE,35,USA,0.0105419999999867,1.76770529999999,12.8865818,39.73591165,NA,NA,NA,NA,NA,NA,NA,NA,39.7146632,31.2390194,19.772544,22.7032378,12.8865818,NA,23.3041157,37.7024916,NA,NA,NA,NA,31.54981527,49.04968602,41.33065945,29.77687969,39.73591165,NA,36.25847332,13.78247633,NA,NA,NA,NA,4.61603099999934,-1.50363299999867,1.24286699999999,6.15176400000053,0.0105419999999867,NA,2.89999499999823,15.3052500000001,NA,NA,NA,NA,4.8256842,5.25677820000013,0.354029699999927,1.24354290000007,1.76770529999999,NA,-1.4138024999999,-0.835363500000028,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,8,5,-0.5956670821128569,-0.13747513014688698,0.224531439475234,0.02233668509482819,4.3520411476143505e-7,0.02613274363336557,0.22365478948268425,0.02218707818232592,-0.01890630609101182,26.204110699998232,34.8446708200001,26.204110699998232,34.8446708200001,26.204110699998232,34.8446708200001,0.22365478948268425,0.02218707818232592,-0.01890630609101182
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2759,5 on 4,0,0,Erin Ambrose,Play,TRUE,67,35,Direct,Rebecca Johnston,64,23,NA,NA,NA,831,856,7,7,23,6,-1,2.32721733029509,FALSE,23,Canada,8.6545289999998,9.17121299999998,66.6226595,37.71306536,2.84402060437534,FALSE,29,Canada,17.8602539999991,5.47734630000008,46.8506371,67.11270327,2.84083990270796,FALSE,6,Canada,20.3024189999996,6.29702310000003,51.6327105,15.86350157,2.62752241311628,FALSE,19,Canada,4.81715699999938,2.72031930000011,27.5279071,35.83661948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58223765682498,FALSE,28,USA,12.580131,7.87580820000002,45.972801,36.5741278,2.11984166809581,FALSE,2,USA,5.17106700000284,8.45232210000006,28.4820724,32.60205511,2.32093531344228,FALSE,25,USA,4.03755600000011,4.33281060000006,30.8776168,51.0558099,2.79255212265153,TRUE,35,USA,6.48921599999966,2.36169540000013,16.4027975,40.95709569,2.68442005786085,FALSE,5,USA,7.75378800000027,3.81433830000006,22.5712464,43.10855793,NA,NA,NA,NA,NA,NA,NA,NA,45.972801,28.4820724,30.8776168,16.4027975,22.5712464,NA,66.6226595,46.8506371,51.6327105,27.5279071,NA,NA,36.5741278,32.60205511,51.0558099,40.95709569,43.10855793,NA,37.71306536,67.11270327,15.86350157,35.83661948,NA,NA,12.580131,5.17106700000284,4.03755600000011,6.48921599999966,7.75378800000027,NA,8.6545289999998,17.8602539999991,20.3024189999996,4.81715699999938,NA,NA,7.87580820000002,8.45232210000006,4.33281060000006,2.36169540000013,3.81433830000006,NA,9.17121299999998,5.47734630000008,6.29702310000003,2.72031930000011,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,7,4,-0.47212457709391736,0.28462632798789333,0.9202630905366967,0.02413145935360569,0.03510527936375085,0.05446924986677597,0.9151564311313704,0.02280249799282604,0.02131018904075287,64.7108910999991,72.59004957000008,32.34506409999938,38.55693878000011,64.7108910999991,72.59004957000008,0.4650516289218822,0.00818737551599168,0.00488626661833135
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2758,5 on 4,0,0,Rebecca Johnston,Play,TRUE,64,23,Direct,Erin Ambrose,69,48,NA,NA,NA,858,882,6,6,6,23,-1,-3.02019741020683,FALSE,29,Canada,19.6893029999987,-2.4019985999999,61.0060777,71.21961224,2.8678068766981,FALSE,19,Canada,5.24909399999871,1.47414600000005,29.5696231,37.78067964,2.46718625649961,FALSE,6,Canada,11.1537269999994,8.91686369999995,61.3114537,24.21157628,2.19549658237997,FALSE,23,Canada,4.75849199999999,6.59958689999989,70.4712189,45.39817985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.0860899597991,FALSE,2,USA,13.4159280000003,-0.745385700000156,31.8630674,33.83265072,-3.04857330580787,TRUE,35,USA,5.55762000000044,-0.518462400000246,16.8171024,41.9498319,-3.1050049049815,FALSE,25,USA,9.67753500000015,-0.354237299999838,34.1112358,53.17297605,2.59433280244809,FALSE,28,USA,3.97037400000158,2.41931310000005,50.910865,40.10600686,-2.91063974319034,FALSE,5,USA,2.06163300000014,-0.484790400000037,21.1242468,45.99912611,NA,NA,NA,NA,NA,NA,NA,NA,31.8630674,16.8171024,34.1112358,50.910865,21.1242468,NA,61.0060777,29.5696231,61.3114537,70.4712189,NA,NA,33.83265072,41.9498319,53.17297605,40.10600686,45.99912611,NA,71.21961224,37.78067964,24.21157628,45.39817985,NA,NA,13.4159280000003,5.55762000000044,9.67753500000015,3.97037400000158,2.06163300000014,NA,19.6893029999987,5.24909399999871,11.1537269999994,4.75849199999999,NA,NA,-0.745385700000156,-0.518462400000246,-0.354237299999838,2.41931310000005,-0.484790400000037,NA,-2.4019985999999,1.47414600000005,8.91686369999995,6.59958689999989,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,9,2,-0.5642611665092998,0.16022704560789364,0.9824158995179564,0.02468000108034453,0.05612872902093972,0.05155110290883594,0.9515301826400506,0.02436877642881773,0.05584564250543441,75.22971089999999,51.99776674999989,34.81871709999871,39.25482564000005,80.6953806999987,68.8176136400001,0.6808399212605364,0.01065206617583478,0.03515499807430825
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2755,5 on 4,0,0,Erin Ambrose,Play,TRUE,70,34,Direct,Marie-Philip Poulin,60,63,NA,NA,NA,954,975,3,3,23,29,0,-0.0750312435555174,FALSE,19,Canada,-6.73233600000145,-0.506085600000006,19.9521967,45.3559089,-2.93333992327074,FALSE,10,Canada,3.73629600000015,-0.789540899999963,11.9377925,61.00507901,-0.758192237703567,FALSE,23,Canada,-10.1086320000003,-9.5730417,72.1506833,32.03863109,-0.594990868509811,FALSE,6,Canada,-10.9799430000012,-7.43131589999997,52.0208797,22.5635444,-0.35257864568822,FALSE,29,Canada,-11.9958599999995,-4.41391859999996,64.1372299,60.61881581,NA,NA,NA,NA,NA,NA,NA,NA,-2.28875861737246,FALSE,5,USA,2.02536000000151,-2.31875399999993,20.2584257,48.39704812,-2.01864773696224,TRUE,35,USA,1.4972010000011,-3.11652060000007,15.7844363,41.22840756,-0.785891878177963,FALSE,25,USA,-6.49032000000062,-6.49673189999994,38.7169904,47.45866273,-0.814171084246355,FALSE,28,USA,-7.6867679999998,-8.14234350000007,55.0130021,32.77527586,-0.36747256795381,FALSE,2,USA,-5.9988629999998,-2.30931239999997,30.3811341,34.81758831,NA,NA,NA,NA,NA,NA,NA,NA,20.2584257,15.7844363,38.7169904,55.0130021,30.3811341,NA,19.9521967,11.9377925,72.1506833,52.0208797,64.1372299,NA,48.39704812,41.22840756,47.45866273,32.77527586,34.81758831,NA,45.3559089,61.00507901,32.03863109,22.5635444,60.61881581,NA,2.02536000000151,1.4972010000011,-6.49032000000062,-7.6867679999998,-5.9988629999998,NA,-6.73233600000145,3.73629600000015,-10.1086320000003,-10.9799430000012,-11.9958599999995,NA,-2.31875399999993,-3.11652060000007,-6.49673189999994,-8.14234350000007,-2.30931239999997,NA,-0.506085600000006,-0.789540899999963,-9.5730417,-7.43131589999997,-4.41391859999996,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,9,2,-0.5909770943513781,0.39247726461476534,0.9529684217097536,0.02228027999845682,0.11849535031905609,0.03489107218403778,0.9529684217097536,0.00896384084201631,0.11376079553620948,52.1413699000005,56.20489721000004,15.67408850000015,60.21553811000004,52.1413699000005,56.20489721000004,0.35570594271477085,0.00736634577009715,0.0250568110475557
