distance_to_attacking_net,51.06123774
all_avg_edge,11.825381657697188
all_total_edge,70.95228994618313
o_avg_edge,14.235815670579449
o_total_edge,42.707447011738346
d_avg_edge,17.354093713513134
d_total_edge,52.062281140539405
distance_to_attacking_net_all_avg_edge,603.8186241899115
distance_to_attacking_net_all_total_edge,3622.9117451394686
distance_to_attacking_net_o_avg_edge,726.8983683782748
distance_to_attacking_net_o_total_edge,2180.695105134824
distance_to_attacking_net_o_avg_edges_per_player,76.59185661000001
distance_to_attacking_net_d_avg_edge,886.1215048679336
distance_to_attacking_net_d_total_edge,2658.364514603801
distance_to_attacking_net_od_mst_ratio,41.886276539595954
distance_to_attacking_net_all_ocr,34.04082516
all_avg_edge_all_total_edge,839.0379081012065
all_avg_edge_o_avg_edge,168.3439535132284
all_avg_edge_o_total_edge,505.03186053968517
all_avg_edge_o_avg_edges_per_player,17.738072486545782
all_avg_edge_d_avg_edge,205.2187814857363
all_avg_edge_d_total_edge,615.6563444572089
all_total_edge_o_avg_edge,1010.0637210793705
all_total_edge_o_total_edge,3030.191163238111
all_total_edge_o_avg_edges_per_player,106.4284349192747
all_total_edge_d_avg_edge,1231.3126889144178
all_total_edge_d_total_edge,3693.9380667432533
all_total_edge_od_mst_ratio,58.203196188393456
o_avg_edge_o_total_edge,607.9753434201461
o_avg_edge_o_avg_edges_per_player,21.353723505869173
o_avg_edge_d_avg_edge,247.04967923553457
o_avg_edge_d_total_edge,741.1490377066037
o_avg_edge_all_ocr,9.490543780386298
o_total_edge_o_avg_edges_per_player,64.06117051760752
o_total_edge_d_avg_edge,741.1490377066037
o_total_edge_d_total_edge,2223.447113119811
o_total_edge_od_mst_ratio,35.03354041166283
o_total_edge_all_ocr,28.471631341158897
o_avg_edges_per_player_d_avg_edge,26.0311405702697
o_avg_edges_per_player_d_total_edge,78.09342171080911
d_avg_edge_d_total_edge,903.4937058521882
d_avg_edge_od_mst_ratio,14.235815670579449
d_avg_edge_all_ocr,11.569395809008755
d_total_edge_all_ocr,34.70818742702627
od_mst_ratio_all_ocr,0.5468763703284767
