game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id,frame_id_2,time_to_shot,time_to_goal,Player_1_num,Player_2_num,player_diff,away_angle_1,away_goalie_1,away_jersey_number_1,away_team_name_1,away_vel_x_1,away_vel_y_1,away_x_ft_1,away_y_ft_1,away_angle_2,away_goalie_2,away_jersey_number_2,away_team_name_2,away_vel_x_2,away_vel_y_2,away_x_ft_2,away_y_ft_2,away_angle_3,away_goalie_3,away_jersey_number_3,away_team_name_3,away_vel_x_3,away_vel_y_3,away_x_ft_3,away_y_ft_3,away_angle_4,away_goalie_4,away_jersey_number_4,away_team_name_4,away_vel_x_4,away_vel_y_4,away_x_ft_4,away_y_ft_4,away_angle_5,away_goalie_5,away_jersey_number_5,away_team_name_5,away_vel_x_5,away_vel_y_5,away_x_ft_5,away_y_ft_5,away_angle_6,away_goalie_6,away_jersey_number_6,away_team_name_6,away_vel_x_6,away_vel_y_6,away_x_ft_6,away_y_ft_6,home_angle_1,home_goalie_1,home_jersey_number_1,home_team_name_1,home_vel_x_1,home_vel_y_1,home_x_ft_1,home_y_ft_1,home_angle_2,home_goalie_2,home_jersey_number_2,home_team_name_2,home_vel_x_2,home_vel_y_2,home_x_ft_2,home_y_ft_2,home_angle_3,home_goalie_3,home_jersey_number_3,home_team_name_3,home_vel_x_3,home_vel_y_3,home_x_ft_3,home_y_ft_3,home_angle_4,home_goalie_4,home_jersey_number_4,home_team_name_4,home_vel_x_4,home_vel_y_4,home_x_ft_4,home_y_ft_4,home_angle_5,home_goalie_5,home_jersey_number_5,home_team_name_5,home_vel_x_5,home_vel_y_5,home_x_ft_5,home_y_ft_5,home_angle_6,home_goalie_6,home_jersey_number_6,home_team_name_6,home_vel_x_6,home_vel_y_6,home_x_ft_6,home_y_ft_6
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2775,5 on 4,0,0,Brianne Jenner,Play,t,15,78,Direct,Marie-Philip Poulin,61.0,80.0,,,,344.0,370.0,23.0,23.0,19,29.0,-3,2.473193012137787,False,19,Canada,9.628467000000569,7.603144200000003,9.908367099999992,69.39392619,1.6537233632934056,False,6,Canada,0.6417869999989989,7.72142819999992,30.362639300000012,54.290513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.763922626046248,True,35,USA,3.0843960000004245,1.223621700000166,14.621292000000011,44.20183063,2.339802901538052,False,2,USA,6.897017999998525,7.1269131000000385,21.938504899999998,47.37174134,2.8733851176875347,False,5,USA,12.411864000000037,3.411144299999833,14.905788699999988,61.93815443,2.905767471841029,False,28,USA,4.475696999998604,1.0754937000000098,33.2508747,41.41300863,2.7279752197967855,False,25,USA,8.670140999999774,3.8056611000000373,44.6407002,51.26271927,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2773,5 on 4,0,0,Marie-Philip Poulin,Play,t,39,82,Direct,Rebecca Johnston,57.0,66.0,,,,420.0,443.0,21.0,21.0,29,6.0,0,-3.0128940412896514,False,10,Canada,4.2999960000000215,-0.5564793000001345,15.124365299999994,36.98589859,-1.174056797551883,False,19,Canada,-3.1497119999988854,-7.5180162000000195,16.998640300000005,56.71570656,-2.7325155998585133,False,6,Canada,3.3887820000015267,-1.4691534000000672,48.5495396,57.18995656,0.19276187549579724,False,29,Canada,-13.676451000002317,2.6694435000001704,36.77405369999997,75.71543784,1.181265630506311,False,23,Canada,-2.313942100001043,5.636798799999738,69.10185862666663,38.69745549333333,,,,,,,,,0.17547631892778248,False,5,USA,-2.4237479999999323,0.42973020000005135,26.038275999999996,60.42370743,-0.6101299008759562,True,35,USA,-3.109946999999522,-2.174201999999994,15.45885770000001,46.24033321,-0.6656863746408734,False,28,USA,-2.5161329999994564,-1.9758107999998487,37.806788600000004,47.26336649,0.187439747836948,False,25,USA,-14.535201000000768,2.7568361999999524,38.68123259999999,67.76154981,-0.19191948667114553,False,2,USA,-7.655429999999797,-1.487534700000026,21.901733500000006,42.51036438,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2766,5 on 4,0,0,Rebecca Johnston,Play,t,24,82,Direct,Marie-Philip Poulin,70.0,68.0,,,,605.0,639.0,14.0,14.0,6,29.0,0,3.080011094652823,False,6,Canada,17.02299600000117,1.0496297999999626,18.81102530000001,73.80185969,2.5907007109387026,False,19,Canada,1.733532000000082,1.0649660999999355,18.7770448,51.92640411,2.815200318127565,False,23,Canada,8.226633000000163,2.784706199999931,60.3441507,35.38812368,-0.8670937068351052,False,10,Canada,-4.930704000002777,-5.810140500000074,30.968225099999955,54.60097819,-2.7869358347986126,False,29,Canada,8.286151391752128,-3.0684848226805173,68.92019820412372,65.7246931413402,,,,,,,,,2.6282744972189245,False,2,USA,3.3823500000005424,1.9067091000000147,20.342615800000004,47.95927591,3.129934640057543,False,25,USA,10.376049000000194,0.12096960000000934,43.6692726,49.86572013,2.957491927801101,False,5,USA,15.32633699999991,2.8539053999999453,19.507757800000007,67.70835602,-3.1335962281562275,True,35,USA,5.136123000000339,-0.04107150000002946,15.891566600000004,45.13589186,3.0762133831921954,False,28,USA,3.0287669999998457,0.19830119999994622,34.57527830000001,44.3413378,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2765,5 on 4,0,0,Marie-Philip Poulin,Play,t,70,68,Direct,Erin Ambrose,67.0,30.0,,,,650.0,670.0,13.0,13.0,29,23.0,0,-2.2454920636425775,False,6,Canada,8.592491999999368,-10.741610399999928,38.153959800000024,66.56705424,0.0,False,19,Canada,-0.0,0.0,17.52912900000001,51.83025383,-0.47498050481101384,False,29,Canada,-1.6032749999996554,-0.8244800999999313,73.6395633,66.10890242,-2.6266618867754437,False,23,Canada,4.142913000000306,-2.344268100000022,72.1726761,34.37724084,-1.131347437170189,False,10,Canada,-3.9134959870136754,-8.32468410389616,24.397999303896114,42.79242846883117,,,,,,,,,-2.205819865324912,False,5,USA,6.6231660000016745,-8.988642600000034,34.56460180000005,59.27127014,0.0,False,2,USA,-0.0,0.0,22.727128899999997,47.27837765,-2.370255090402187,False,28,USA,2.479478999998719,-2.410715400000001,38.4770364,42.87265701,2.395604742600076,False,25,USA,12.720573000001139,11.755466400000145,63.36883480000003,56.38077744,-1.0792924134157864,True,35,USA,-0.37964547887355593,-0.7091915661970205,15.125563678873164,43.886924086197176,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2763,5 on 4,0,0,Erin Ambrose,Play,t,61,30,Direct,Brianne Jenner,24.0,43.0,,,,701.0,718.0,11.0,11.0,23,19.0,-1,-1.3048945249853248,False,19,Canada,-1.1697450000002618,-4.29499050000004,17.946544999999986,45.09843804,-0.8899180502667416,False,6,Canada,-10.43835000000115,-12.885022200000051,42.73420340000001,47.08080036,-0.16867090145657984,False,23,Canada,-14.653256999999087,-2.4952865999999574,61.78789880000002,27.62803046,-1.131347437170189,False,10,Canada,-3.9134959870136754,-8.32468410389616,17.745056125974003,28.640465492207788,,,,,,,,,,,,,,,,,-2.12314230773816,False,28,USA,2.290013999999587,-3.7155183000001557,43.161932699999994,32.94124108,-0.4493425997586451,False,25,USA,-19.62344399999921,-9.4632983999999,59.17467690000001,59.81506083,-0.10994385614365289,False,5,USA,-19.202346000000148,-2.119727700000098,27.235244800000004,49.0881852,-0.5269659522122793,False,2,USA,-11.178741000000514,-6.504334799999967,29.468582499999997,34.20121537,0.356541309227123,True,35,USA,-16.92628500000012,6.304351500000038,13.333178099999998,39.74132077,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2762,5 on 4,0,0,Rebecca Johnston,Puck Recovery,t,31,34,,,,,,,,734.0,,10.0,10.0,6,,-2,-0.5808854314164408,False,10,Canada,-1.7465430000001447,-1.1464913999999382,11.954635300000007,23.3596308,0.09304732331690373,False,19,Canada,-2.0219610000012267,0.18868290000007448,22.246670599999987,40.09503487,-0.25953297135590553,False,6,Canada,-14.746731000000466,-3.9155745000001474,31.532912699999997,37.00253907,,,,,,,,,,,,,,,,,,,,,,,,,0.04186408077277136,False,28,USA,-3.815996999999811,0.15984660000007977,49.50076150000001,29.16045211,0.6650909853279795,True,35,USA,-2.658729000000619,2.085227400000207,15.159968099999986,41.61802741,0.1932327593097237,False,5,USA,-3.0645419999999035,0.5996520000000771,22.091149900000005,42.30264649,0.529524173259707,False,2,USA,-10.29549899999978,6.025729200000072,21.2236508,35.39820126,-0.3846213008849947,False,25,USA,-17.784448588234625,-7.198810588235673,41.68411480588239,50.612437485882346,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2760,5 on 4,0,0,Rebecca Johnston,Play,t,39,12,Direct,Erin Ambrose,67.0,35.0,,,,804.0,830.0,8.0,8.0,6,23.0,-3,-2.6879796512472844,False,19,Canada,2.8999949999982277,-1.4138024999999033,23.304115699999954,36.25847332,-3.08706656193666,False,6,Canada,15.305250000000115,-0.8353635000000281,37.7024916,13.78247633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3339931476994757,False,28,USA,4.616030999999339,4.825684199999998,39.71466319999999,31.54981527,1.2921983463443107,False,25,USA,-1.503632999998672,5.256778200000127,31.239019400000046,49.04968602,2.8640929516085567,False,5,USA,1.2428669999999897,0.35402969999992706,19.77254400000001,41.33065945,2.9421362957030808,False,2,USA,6.151764000000526,1.2435429000000653,22.70323780000001,29.77687969,1.5767599198362487,True,35,USA,0.010541999999986729,1.7677052999999887,12.886581799999988,39.73591165,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2759,5 on 4,0,0,Erin Ambrose,Play,t,67,35,Direct,Rebecca Johnston,64.0,23.0,,,,831.0,856.0,7.0,7.0,23,6.0,-1,2.3272173302950883,False,23,Canada,8.654528999999798,9.17121299999998,66.6226595,37.71306536,2.8440206043753444,False,29,Canada,17.860253999999145,5.477346300000079,46.8506371,67.11270327,2.8408399027079643,False,6,Canada,20.302418999999645,6.297023100000025,51.6327105,15.86350157,2.6275224131162833,False,19,Canada,4.8171569999993835,2.7203193000001136,27.527907099999993,35.83661948,,,,,,,,,,,,,,,,,2.582237656824981,False,28,USA,12.580130999999994,7.875808200000023,45.972801000000004,36.5741278,2.1198416680958068,False,2,USA,5.171067000002836,8.45232210000006,28.48207240000005,32.60205511,2.3209353134422757,False,25,USA,4.037556000000109,4.332810600000059,30.8776168,51.0558099,2.7925521226515317,True,35,USA,6.489215999999658,2.36169540000013,16.40279749999999,40.95709569,2.6844200578608457,False,5,USA,7.75378800000027,3.8143383000000597,22.571246400000007,43.10855793,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2758,5 on 4,0,0,Rebecca Johnston,Play,t,64,23,Direct,Erin Ambrose,69.0,48.0,,,,858.0,882.0,6.0,6.0,6,23.0,-1,-3.0201974102068325,False,29,Canada,19.689302999998688,-2.4019985999998994,61.00607769999996,71.21961224,2.867806876698104,False,19,Canada,5.249093999998706,1.4741460000000473,29.5696231,37.78067964,2.4671862564996063,False,6,Canada,11.153726999999378,8.91686369999995,61.31145369999999,24.21157628,2.1954965823799673,False,23,Canada,4.75849199999999,6.599586899999892,70.4712189,45.39817985,,,,,,,,,,,,,,,,,-3.0860899597990996,False,2,USA,13.415928000000292,-0.7453857000001562,31.863067400000006,33.83265072,-3.0485733058078717,True,35,USA,5.5576200000004405,-0.5184624000002458,16.81710240000001,41.94983189999999,-3.1050049049814956,False,25,USA,9.677535000000148,-0.3542372999998378,34.1112358,53.17297605,2.5943328024480854,False,28,USA,3.970374000001584,2.4193131000000534,50.910865,40.10600686,-2.9106397431903406,False,5,USA,2.0616330000001426,-0.4847904000000369,21.12424680000001,45.99912611,,,,,,,,
8/2/2022,2021,Olympic (Women) - Canada,Olympic (Women) - United States,away,1,2755,5 on 4,0,0,Erin Ambrose,Play,t,70,34,Direct,Marie-Philip Poulin,60.0,63.0,,,,954.0,975.0,3.0,3.0,23,29.0,0,-0.07503124355551735,False,19,Canada,-6.732336000001453,-0.5060856000000058,19.952196700000002,45.3559089,-2.933339923270744,False,10,Canada,3.736296000000152,-0.7895408999999631,11.9377925,61.00507901,-0.7581922377035666,False,23,Canada,-10.108632000000313,-9.573041700000005,72.15068329999998,32.03863109,-0.5949908685098111,False,6,Canada,-10.979943000001242,-7.431315899999973,52.020879699999966,22.5635444,-0.35257864568821995,False,29,Canada,-11.995859999999539,-4.41391859999996,64.13722990000002,60.61881581,,,,,,,,,-2.288758617372464,False,5,USA,2.0253600000015126,-2.3187539999999274,20.258425700000004,48.39704812,-2.018647736962238,True,35,USA,1.4972010000010982,-3.1165206000000722,15.78443630000001,41.22840756,-0.7858918781779632,False,25,USA,-6.490320000000622,-6.4967318999999435,38.716990399999986,47.45866273,-0.8141710842463549,False,28,USA,-7.686767999999802,-8.142343500000067,55.013002099999994,32.77527586,-0.36747256795381006,False,2,USA,-5.998862999999801,-2.3093123999999676,30.381134099999997,34.81758831,,,,,,,,
