game_date,16/2/2022
season_year,2021
team_name,Olympic (Women) - Finland
opp_team_name,Olympic (Women) - Switzerland
venue,home
period,1
clock_seconds,386
situation_type,5 on 4
goals_for,1
goals_against,0
player_name,Jenni Hiirikoski
event,Shot
high_danger_unblocked,0.0
assumed_danger_states,0
event_successful,f
side_of_rink,1
x_coord,138.0
y_coord,26.0
distance_to_attacking_net,53.60270516
angle_to_attacking_net,107.9279198
event_type,Slapshot
player_name_2,
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,Blocked
event_detail_2,t
event_detail_3,f
frame_id_1,939.0
frame_id_2,
game_seconds,814
away_player_1,Noemi Ryhner
away_position_1,Center
away_x_1,157.7036107
away_y_1,33.89729121
away_player_2,Alina Muller
away_position_2,Center
away_x_2,165.5420959
away_y_2,41.99786751
away_player_3,Sarah Forster
away_position_3,Defense
away_x_3,175.1293538
away_y_3,43.48254795
away_player_4,Andrea Brandli
away_position_4,Goalie
away_x_4,183.3284991
away_y_4,39.81790019
away_player_5,Shannon Sigrist
away_position_5,Defense
away_x_5,179.1592149
away_y_5,36.40973188
home_player_1,Noora Tulus
home_position_1,Right Wing
home_x_1,156.4562312
home_y_1,29.55725295
home_player_2,Susanna Tapani
home_position_2,Center
home_x_2,180.8553433
home_y_2,38.8033722
home_player_3,Michelle Karvinen
home_position_3,Left Wing
home_x_3,143.2533696
home_y_3,62.8418461
home_player_4,Petra Nieminen
home_position_4,Center
home_x_4,154.8273924
home_y_4,36.00409574
home_player_5,Jenni Hiirikoski
home_position_5,Defense
home_x_5,137.8439786
home_y_5,28.06792531
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          3.56528499  0.        ]
 [11.27214206  0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          9.70153545  0.          0.          0.          7.39470361
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 4.51573778  0.          0.          0.          0.          0.
   0.          0.         18.67174453]
 [ 0.          0.          0.          2.93366077  0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
  29.227091    0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,10.910237522731682
All_Total_Edge,87.28190018185346
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.         26.09228607  0.          6.64942838  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.         29.227091    0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [18.67174453  0.          0.          0.          0.        ]]"
O_Avg_Edge,20.16013749418002
O_Total_Edge,80.64054997672008
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.          0.          0.          0.          0.        ]
 [11.27214206  0.          0.          0.          0.        ]
 [ 0.          9.70153545  0.          0.          8.14030145]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          5.38502943  0.        ]]"
D_Avg_Edge,8.624752096424421
D_Total_Edge,34.499008385697685
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.3374744304288866
All_OCR,0.5
high_danger_within_four,0
