game_date,16/2/2022
season_year,2021
team_name,Olympic (Women) - Finland
opp_team_name,Olympic (Women) - Switzerland
venue,home
period,2
clock_seconds,213
situation_type,4 on 5
goals_for,0
goals_against,1
player_name,Ronja Savolainen
event,Zone Entry
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,0
x_coord,126.0
y_coord,60.0
distance_to_attacking_net,65.38539592
angle_to_attacking_net,74.475889
event_type,Carried
player_name_2,Sarah Forster
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,474.0
frame_id_2,
game_seconds,2187
away_player_1,Alina Muller
away_position_1,Center
away_x_1,145.02858182
away_y_1,27.70012089
away_player_2,Noemi Ryhner
away_position_2,Center
away_x_2,116.83781186
away_y_2,71.05005745
away_player_3,Sarah Forster
away_position_3,Defense
away_x_3,142.73500034
away_y_3,65.04622567999999
away_player_4,Shannon Sigrist
away_position_4,Defense
away_x_4,157.26601912
away_y_4,39.06249653
away_player_5,
away_position_5,
away_x_5,
away_y_5,
home_player_1,Minnamari Tuominen
home_position_1,Defense
home_x_1,109.67544633
home_y_1,61.78688903
home_player_2,Nelli Laitinen
home_position_2,Defense
home_x_2,126.58880961
home_y_2,21.165043779999998
home_player_3,Ronja Savolainen
home_position_3,Defense
home_x_3,118.27133604
home_y_3,65.35279703
home_player_4,Viivi Vainikka
home_position_4,Center
home_x_4,127.29854544
home_y_4,36.32842626
home_player_5,Elisa Holopainen
home_position_5,Left Wing
home_x_5,123.57839382
home_y_5,82.929670699
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,4.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.         29.77086978  0.          0.
  24.46558515  0.          0.        ]
 [16.69905542  0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   9.3061818   0.          0.        ]
 [19.56354855  0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          5.87484194  0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.         15.17998331
   0.          0.          0.        ]
 [ 0.         13.65872088  0.          0.          0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,16.81484835494527
All_Total_Edge,134.51878683956215
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.          0.          9.3061818   0.          0.        ]
 [ 0.          0.          0.         15.17998331  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         30.39579919  0.          0.        ]
 [ 0.          0.         18.36059232  0.          0.        ]]"
O_Avg_Edge,18.310639153510724
O_Total_Edge,73.2425566140429
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.          0.          0.         16.69905542]
 [ 0.          0.         26.58402466  0.        ]
 [ 0.          0.          0.         29.77086978]
 [ 0.          0.          0.          0.        ]]"
D_Avg_Edge,24.35131661841342
D_Total_Edge,73.05394985524026
D_Avg_Edges per Player,1.5
OD_MST_Ratio,0.7519363096640534
All_OCR,0.5
high_danger_within_four,0
