game_date,8/2/2022
season_year,2021
team_name,Olympic (Women) - Canada
opp_team_name,Olympic (Women) - United States
venue,away
period,1
clock_seconds,359
situation_type,5 on 4
goals_for,0
goals_against,0
player_name,Erin Ambrose
event,Play
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,1
x_coord,133.0
y_coord,35.0
distance_to_attacking_net,56.5
angle_to_attacking_net,97.62814967
event_type,Direct
player_name_2,Rebecca Johnston
x_coord_2,136.0
y_coord_2,23.0
distance_to_net_2,56.47344509
angle_to_attacking_net_2,110.1998066
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,831.0
frame_id_2,856.0
game_seconds,841
away_player_1,Rebecca Johnston
away_position_1,Center
away_x_1,151.2902291
away_y_1,15.3958336
away_player_2,Brianne Jenner
away_position_2,Center
away_x_2,173.4778707
away_y_2,35.6073776
away_player_3,Marie-Philip Poulin
away_position_3,Center
away_x_3,154.9249454
away_y_3,67.03720888
away_player_4,Erin Ambrose
away_position_4,Defense
away_x_4,133.4971583
away_y_4,37.90797034
away_player_5,
away_position_5,
away_x_5,
away_y_5,
home_player_1,Alex Carpenter
home_position_1,Left Wing
home_x_1,169.3408623
home_y_1,50.78809078
home_player_2,Maddie Rooney
home_position_2,Goalie
home_x_2,184.8320132
home_y_2,40.7073978
home_player_3,Lee Stecklein
home_position_3,Defense
home_x_3,172.8882934
home_y_3,31.81137068
home_player_4,Megan Keller
home_position_4,Defense
home_x_4,178.5097185
home_y_4,42.81242541
home_player_5,Amanda Kessel
home_position_5,Center
home_x_5,155.3298747
home_y_5,35.34311208
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,4.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   8.7881856   0.        ]
 [ 0.          0.          0.          0.         21.72216608  0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
  12.15233155  0.        ]
 [ 0.          3.84151922  0.          0.          0.          0.
   0.         17.91008835]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [20.352215    0.          0.         21.98285703  0.          0.
   0.          0.        ]]"
All_Avg_Edge,15.24990897580162
All_Total_Edge,106.74936283061135
All_Avg_Edges per Player,1.75
O MST,"[[ 0.         30.01329623  0.         28.69476728]
 [ 0.          0.          0.          0.        ]
 [ 0.          0.          0.         36.16161774]
 [ 0.          0.          0.          0.        ]]"
O_Avg_Edge,31.6232270842648
O_Total_Edge,94.86968125279441
O_Avg_Edges_per_Player,1.5
D MST,"[[ 0.          0.          0.         12.15233155  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.         17.91008835]
 [ 0.          6.66352396 12.35409346  0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]]"
D_Avg_Edge,12.270009329201068
D_Total_Edge,49.08003731680427
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.577278161395161
All_OCR,0.7142857142857143
high_danger_within_four,0
