game_date,14/2/2022
season_year,2021
team_name,Olympic (Women) - Canada
opp_team_name,Olympic (Women) - Switzerland
venue,home
period,2
clock_seconds,118
situation_type,5 on 4
goals_for,8
goals_against,3
player_name,Sarah Fillier
event,Play
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,0
x_coord,135.0
y_coord,25.0
distance_to_attacking_net,56.76486589
angle_to_attacking_net,107.9561652
event_type,Direct
player_name_2,Marie-Philip Poulin
x_coord_2,58.0
y_coord_2,22.0
distance_to_net_2,51.27621281
angle_to_attacking_net_2,66.43460413
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,2737.0
frame_id_2,2762.0
game_seconds,2282
away_player_1,Evelina Raselli
away_position_1,Center
away_x_1,165.87940953
away_y_1,44.34096794
away_player_2,Sarah Forster
away_position_2,Defense
away_x_2,179.42278314
away_y_2,42.59294927
away_player_3,Stefanie Wetli
away_position_3,Defense
away_x_3,177.40421642
away_y_3,30.558860340000003
away_player_4,Noemi Ryhner
away_position_4,Center
away_x_4,157.8625972
away_y_4,32.37126079
away_player_5,Saskia Maurer
away_position_5,Goalie
away_x_5,187.0077149
away_y_5,42.54983206
home_player_1,Marie-Philip Poulin
home_position_1,Center
home_x_1,150.47792741
home_y_1,67.31473111
home_player_2,Brianne Jenner
home_position_2,Center
home_x_2,157.79264290999998
home_y_2,37.32988096
home_player_3,Erin Ambrose
home_position_3,Defense
home_x_3,132.92293017
home_y_3,47.58762757
home_player_4,Sarah Fillier
home_position_4,Center
home_x_4,132.53395937
home_y_4,24.205902719999997
home_player_5,Rebecca Johnston
home_position_5,Center
home_x_5,171.77698864
home_y_5,8.262215909999995
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,5.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.         10.70285639
   0.          0.          0.        ]
 [13.65571448  0.         12.20220914  0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          4.95911359
   0.         26.61227098  0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.          0.          0.         26.40713052  0.
   0.         23.38496002  0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.          0.        ]
 [ 0.          0.         22.99578321  0.          0.          0.
   0.          0.          0.        ]]"
All_Avg_Edge,17.615004792160093
All_Total_Edge,140.92003833728074
All_Avg_Edges per Player,1.7777777777777777
O MST,"[[ 0.          0.         26.40713052  0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.         26.90211845  0.          0.          0.        ]
 [ 0.          0.         23.38496002  0.          0.        ]
 [ 0.         32.25664392  0.          0.          0.        ]]"
O_Avg_Edge,27.237713228244658
O_Total_Edge,108.95085291297863
O_Avg_Edges_per_Player,1.6
D MST,"[[ 0.         13.65571448  0.         14.40635864  0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.         12.20220914  0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          7.58505431  0.          0.          0.        ]]"
D_Avg_Edge,11.962334143373749
D_Total_Edge,47.849336573494995
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.2769563951139373
All_OCR,0.5
high_danger_within_four,0
