game_date,16/2/2022
season_year,2021
team_name,Olympic (Women) - Switzerland
opp_team_name,Olympic (Women) - Finland
venue,away
period,1
clock_seconds,56
situation_type,5 on 4
goals_for,0
goals_against,1
player_name,Dominique Ruegg
event,Play
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,0
x_coord,3.0
y_coord,43.0
distance_to_attacking_net,8.015609771
angle_to_attacking_net,-93.57633437
event_type,Direct
player_name_2,Evelina Raselli
x_coord_2,20.0
y_coord_2,80.0
distance_to_net_2,38.5648804
angle_to_attacking_net_2,166.5042667
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,356.0
frame_id_2,385.0
game_seconds,1144
away_player_1,Rahel Enzler
away_position_1,Center
away_x_1,30.71649976
away_y_1,17.31727643
away_player_2,Dominique Ruegg
away_position_2,Center
away_x_2,12.90070856
away_y_2,20.15644754
away_player_3,
away_position_3,
away_x_3,
away_y_3,
away_player_4,
away_position_4,
away_x_4,
away_y_4,
away_player_5,
away_position_5,
away_x_5,
away_y_5,
home_player_1,Susanna Tapani
home_position_1,Center
home_x_1,39.00888081
home_y_1,25.34284769
home_player_2,Anni Keisala
home_position_2,Goalie
home_x_2,12.6653708
home_y_2,41.3945918
home_player_3,Nelli Laitinen
home_position_3,Defense
home_x_3,19.72867063
home_y_3,42.0993359
home_player_4,Minnamari Tuominen
home_position_4,Defense
home_x_4,16.08546532
home_y_4,20.06842178
home_player_5,Michelle Karvinen
home_position_5,Left Wing
home_x_5,32.99616961
home_y_5,44.29103348
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,2.0
D Players,5.0
All MST,"[[ 0.          0.         11.54007702  0.         14.88744335  0.        ]
 [ 0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.         13.44730707]
 [ 0.          3.18597303  0.          0.          0.          0.        ]
 [ 0.          0.         19.87929679  0.          0.          0.        ]]"
All_Avg_Edge,12.588019450939067
All_Total_Edge,62.94009725469533
All_Avg_Edges per Player,1.6666666666666667
O MST,"[[ 0.         18.04060167]
 [ 0.          0.        ]]"
O_Avg_Edge,18.040601671614393
O_Total_Edge,18.040601671614393
O_Avg_Edges_per_Player,1.0
D MST,"[[ 0.          0.          0.          0.         19.87929679]
 [ 0.          0.          0.         21.59867066  0.        ]
 [ 0.          7.09837085  0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         13.44730707  0.          0.        ]]"
D_Avg_Edge,15.505911341809353
D_Total_Edge,62.023645367237414
D_Avg_Edges per Player,1.6
OD_MST_Ratio,1.1634660661944216
All_OCR,0.6
high_danger_within_four,0
