game_date,12/2/2022
season_year,2021
team_name,Olympic (Women) - Olympic Athletes from Russia
opp_team_name,Olympic (Women) - Switzerland
venue,home
period,3
clock_seconds,62
situation_type,5 on 4
goals_for,2
goals_against,3
player_name,Nina Pirogova
event,Puck Recovery
high_danger_unblocked,
assumed_danger_states,0
event_successful,t
side_of_rink,1
x_coord,193.0
y_coord,35.0
distance_to_attacking_net,8.5
angle_to_attacking_net,-151.9275131
event_type,
player_name_2,
x_coord_2,
y_coord_2,
distance_to_net_2,
angle_to_attacking_net_2,
event_detail_1,
event_detail_2,
event_detail_3,
frame_id_1,1361.0
frame_id_2,
game_seconds,3538
away_player_1,Alina Muller
away_position_1,Center
away_x_1,176.5736149
away_y_1,37.35452703
away_player_2,Stefanie Wetli
away_position_2,Defense
away_x_2,185.4000513
away_y_2,28.4829359
away_player_3,Shannon Sigrist
away_position_3,Defense
away_x_3,186.0726744
away_y_3,41.40773041
away_player_4,Lara Stalder
away_position_4,Center
away_x_4,178.4840426
away_y_4,48.63297872
away_player_5,Andrea Brandli
away_position_5,Goalie
away_x_5,187.7642857
away_y_5,40.83571429
home_player_1,Anna Shokhina
home_position_1,Right Wing
home_x_1,183.7719572
home_y_1,70.68083963
home_player_2,Veronika Korzhakova
home_position_2,Center
home_x_2,178.982906
home_y_2,43.75498576
home_player_3,Nina Pirogova
home_position_3,Center
home_x_3,191.7760417
home_y_3,38.13541667
home_player_4,Olga Sosina
home_position_4,Left Wing
home_x_4,186.1603261
home_y_4,20.02173913
home_player_5,
home_position_5,
home_x_5,
home_y_5,
away_player_6,
away_position_6,
away_x_6,
away_y_6,
home_player_6,
home_position_6,
home_x_6,
home_y_6,
away_player_10,
away_position_10,
away_x_10,
away_y_10,
away_player_7,
away_position_7,
away_x_7,
away_y_7,
away_player_8,
away_position_8,
away_x_8,
away_y_8,
away_player_9,
away_position_9,
away_x_9,
away_y_9,
home_player_10,
home_position_10,
home_x_10,
home_y_10,
home_player_7,
home_position_7,
home_x_7,
home_y_7,
home_player_8,
home_position_8,
home_x_8,
home_y_8,
home_player_9,
home_position_9,
home_x_9,
home_y_9,
away_player_20,
away_position_20,
away_x_20,
away_y_20,
away_player_11,
away_player_21,
away_position_11,
away_position_21,
away_x_11,
away_x_21,
away_y_11,
away_y_21,
away_player_12,
away_player_22,
away_position_12,
away_position_22,
away_x_12,
away_x_22,
away_y_12,
away_y_22,
away_player_13,
away_position_13,
away_x_13,
away_y_13,
away_player_14,
away_position_14,
away_x_14,
away_y_14,
away_player_15,
away_position_15,
away_x_15,
away_y_15,
away_player_16,
away_position_16,
away_x_16,
away_y_16,
away_player_17,
away_position_17,
away_x_17,
away_y_17,
away_player_18,
away_position_18,
away_x_18,
away_y_18,
away_player_19,
away_position_19,
away_x_19,
away_y_19,
home_player_20,
home_position_20,
home_x_20,
home_y_20,
home_player_11,
home_player_21,
home_position_11,
home_position_21,
home_x_11,
home_x_21,
home_y_11,
home_y_21,
home_player_12,
home_player_22,
home_position_12,
home_position_22,
home_x_12,
home_x_22,
home_y_12,
home_y_22,
home_player_13,
home_position_13,
home_x_13,
home_y_13,
home_player_14,
home_position_14,
home_x_14,
home_y_14,
home_player_15,
home_position_15,
home_x_15,
home_y_15,
home_player_16,
home_position_16,
home_x_16,
home_y_16,
home_player_17,
home_position_17,
home_x_17,
home_y_17,
home_player_18,
home_position_18,
home_x_18,
home_y_18,
home_player_19,
home_position_19,
home_x_19,
home_y_19,
O Players,4.0
D Players,5.0
All MST,"[[ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          0.
   0.          0.        ]
 [ 0.          0.          0.          0.          0.          4.90343553
   0.          0.        ]
 [ 0.          0.          0.         22.67311649  0.          0.
   0.          0.        ]
 [ 6.83890017  0.          7.46822761  0.          0.          0.
   0.          0.        ]
 [ 0.         11.56821674  6.57544187  0.          0.          0.
   0.          0.        ]
 [ 0.          8.49528508  0.          0.          0.          0.
   0.          0.        ]]"
All_Avg_Edge,9.788946213713746
All_Total_Edge,68.52262349599623
All_Avg_Edges per Player,1.75
O MST,"[[ 0.         27.3484299   0.          0.        ]
 [ 0.          0.         13.97296954  0.        ]
 [ 0.          0.          0.         18.9642183 ]
 [ 0.          0.          0.          0.        ]]"
O_Avg_Edge,20.095205913812723
O_Total_Edge,60.28561774143817
O_Avg_Edges_per_Player,1.5
D MST,"[[ 0.         12.51443601 10.32766135  0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.          0.          0.          0.        ]
 [ 0.          0.         10.4781461   0.          0.        ]
 [ 0.          0.          1.78570749  0.          0.        ]]"
D_Avg_Edge,8.77648773876642
D_Total_Edge,35.10595095506568
D_Avg_Edges per Player,1.6
OD_MST_Ratio,2.289663759803441
All_OCR,1.0
high_danger_within_four,0
